consumer,cuisines_name,restraunt_name,restraunt_cuisines
U1116,Mexican,"La Cantina Restaurante",Brewery
U1116,Mexican,"Preambulo Wifi Zone Cafe",Cafeteria
U1116,Mexican,"Preambulo Wifi Zone Cafe","Coffee Shop"
U1116,Mexican,"Puesto De Tacos",Mexican
U1116,Mexican,"Restaurant Bar Hacienda Los Martinez",Bar
U1116,Mexican,"Restaurant Orizatlan",Mexican
U1116,Mexican,"Restaurante Marisco Sam",Seafood
U1116,Mexican,"Tortas Locas Hipocampo","Fast Food"
U1117,Turkish,"Cafeteria Cenidet",Cafeteria
U1117,Turkish,"El Cotorreo",Family
U1117,Turkish,"El Cotorreo",Mexican
U1117,Turkish,"El Oceano Dorado",Mexican
U1117,Turkish,Mikasa,Japanese
U1118,Pizzeria,"Mariscos Tia Licha",Family
U1118,Pizzeria,"McDonalds Centro",American
U1118,Pizzeria,"Restaurant And Bar And Clothesline Carlos N Charlies",Bar
U1118,Pizzeria,"Restaurant And Bar And Clothesline Carlos N Charlies",Brewery
U1118,Pizzeria,Subway,"Fast Food"
U1119,Mexican,"Mariscos Tia Licha",Family
U1119,Mexican,"McDonalds Centro",American
U1119,Mexican,"Restaurant Las MaÃ±anitas",International
U1119,Mexican,Subway,"Fast Food"
U1120,Mexican,"Cafeteria Y Restaurant El Pacifico",Cafeteria
U1120,Mexican,"Cafeteria Y Restaurant El Pacifico",Contemporary
U1120,Mexican,"Cenaduria El RincÃ³n De Tlaquepaque",Mexican
U1120,Mexican,"El Herradero Restaurante And Bar",Bar
U1120,Mexican,"El Lechon Potosino ",International
U1120,Mexican,"La Cantina",Bar
U1120,Mexican,"La Cantina",Brewery
U1120,Mexican,"Tortas Locas Hipocampo","Fast Food"
U1121,Mexican,"Kiku Cuernavaca",Japanese
U1121,Mexican,"Restaurant Bar Coty Y Pablo",Bar
U1121,Mexican,"Restaurant Familiar El Chino",Vietnamese
U1121,Mexican,Subway,"Fast Food"
U1122,Afghan,"Cabana Huasteca",Mexican
U1122,Afghan,"Gorditas Doa Gloria",Mexican
U1122,Afghan,"Koye Sushi",Chinese
U1122,Afghan,"La Fontana Pizza Restaurante And Cafe",Cafeteria
U1122,Afghan,"La Fontana Pizza Restaurante And Cafe","Fast Food"
U1122,Afghan,"La Fontana Pizza Restaurante And Cafe",Pizzeria
U1122,Afghan,"Pizzeria Julios",American
U1122,Afghan,"Preambulo Wifi Zone Cafe",Cafeteria
U1122,Afghan,"Preambulo Wifi Zone Cafe","Coffee Shop"
U1122,Afghan,"Restaurante Tiberius",Pizzeria
U1122,Afghan,"Tortas Locas Hipocampo","Fast Food"
U1123,Mexican,"Carnitas Mata",Mexican
U1123,Mexican,"Carreton De Flautas Y Migadas",Mexican
U1123,Mexican,"Gorditas DoÃ±a Tota",Mexican
U1123,Mexican,"Hamburguesas La Perica",Mexican
U1123,Mexican,"Little Caesars",Pizzeria
U1123,Mexican,"Little Pizza Emilio Portes Gil",Armenian
U1123,Mexican,"Tacos De Barbacoa Enfrente Del Tec",Mexican
U1123,Mexican,Vips,Mexican
U1124,Mexican,"Abondance Restaurante Bar",Bar
U1124,Mexican,"Cafeteria Y Restaurant El Pacifico",Cafeteria
U1124,Mexican,"Cafeteria Y Restaurant El Pacifico",Contemporary
U1124,Mexican,"El Herradero Restaurante And Bar",Bar
U1124,Mexican,"Restaurant De Mariscos De Picon",Seafood
U1124,Mexican,"Restaurante La Cantina",Bar
U1124,Mexican,"Restaurante La Cantina",Brewery
U1124,Mexican,"Restaurante Y Pescaderia Tampico",Seafood
U1125,Mexican,"Cafeteria Y Restaurant El Pacifico",Cafeteria
U1125,Mexican,"Cafeteria Y Restaurant El Pacifico",Contemporary
U1125,Mexican,"Pizza Clasica","Fast Food"
U1125,Mexican,"Pizza Clasica",Pizzeria
U1125,Mexican,"Restaurant Oriental Express",Chinese
U1125,Mexican,"Restaurante Marisco Sam",Seafood
U1126,Mexican,"Abondance Restaurante Bar",Bar
U1126,Mexican,"El Herradero Restaurante And Bar",Bar
U1126,Mexican,"El RincÃ³n De San Francisco",Mexican
U1126,Mexican,"La Cantina Restaurante",Bar
U1126,Mexican,"La Cantina Restaurante",Brewery
U1126,Mexican,"Luna Cafe",Bar
U1126,Mexican,"Luna Cafe",Cafeteria
U1126,Mexican,"Restaurante Y Pescaderia Tampico",Seafood
U1127,Mexican,Subway,"Fast Food"
U1128,"Cafeteria,Hot Dogs,Mexican,Pizzeria",Crudalia,Bar
U1128,"Hot Dogs,Pizzeria,Mexican,Cafeteria","El Pueblito",Mexican
U1128,"Cafeteria,Hot Dogs,Pizzeria,Mexican","Koye Sushi",Chinese
U1128,"Hot Dogs,Pizzeria,Mexican,Cafeteria","La Fontana Pizza Restaurante And Cafe",Cafeteria
U1128,"Cafeteria,Hot Dogs,Pizzeria,Mexican","La Fontana Pizza Restaurante And Cafe","Fast Food"
U1128,"Pizzeria,Hot Dogs,Mexican,Cafeteria","La Fontana Pizza Restaurante And Cafe",Pizzeria
U1128,"Cafeteria,Hot Dogs,Mexican,Pizzeria","La Parroquia",Breakfast
U1128,"Hot Dogs,Pizzeria,Mexican,Cafeteria","Pizzeria Julios",American
U1128,"Cafeteria,Pizzeria,Hot Dogs,Mexican","Restaurante Marisco Sam",Seafood
U1128,"Mexican,Hot Dogs,Pizzeria,Cafeteria","Restaurante Tiberius",Pizzeria
U1128,"Cafeteria,Pizzeria,Mexican,Hot Dogs","Shi Ro Ie",Japanese
U1128,"Pizzeria,Mexican,Cafeteria,Hot Dogs",Vips,American
U1129,Mexican,"Gorditas Dona Tota",Mexican
U1129,Mexican,"Tacos Correcaminos",Mexican
U1130,Mexican,"Gorditas Dona Tota",Mexican
U1130,Mexican,"La Perica Hamburguesa",Italian
U1131,Mexican,Chaires,Bakery
U1131,Mexican,Chaires,Cafeteria
U1131,Mexican,"Dominos Pizza",Pizzeria
U1131,Mexican,KFC,American
U1131,Mexican,KFC,Game
U1131,Mexican,"Restaurante Y Pescaderia Tampico",Seafood
U1131,Mexican,"Tortas Y Hamburguesas El Gordo",Burgers
U1132,Mexican,"Cafeteria Y Restaurant El Pacifico",Cafeteria
U1132,Mexican,"Cafeteria Y Restaurant El Pacifico",Contemporary
U1132,Mexican,"El Rincon De San Francisco",Mexican
U1132,Mexican,"La Cantina Restaurante",Bar
U1132,Mexican,"La Cantina Restaurante",Brewery
U1132,Mexican,"La Virreina",Mexican
U1132,Mexican,"Puesto De Tacos",Mexican
U1132,Mexican,"Restaurant Orizatlan",Mexican
U1132,Mexican,"Tortas Locas Hipocampo","Fast Food"
U1133,Mexican,Mikasa,Japanese
U1133,Mexican,"Restaurant And Bar And Clothesline Carlos N Charlies",Bar
U1133,Mexican,"Restaurant And Bar And Clothesline Carlos N Charlies",Brewery
U1133,Mexican,"Restaurant Bar Coty Y Pablo",Bar
U1133,Mexican,"Restaurant Familiar El Chino",Vietnamese
U1133,Mexican,"Restaurant Las MaÃ±anitas",International
U1133,Mexican,Subway,"Fast Food"
U1134,Mexican,"Cabana Huasteca",Mexican
U1134,Mexican,"Cafe Chaires",Cafeteria
U1134,Mexican,"Koye Sushi",Chinese
U1134,Mexican,"La Cantina",Bar
U1134,Mexican,"La Cantina",Brewery
U1134,Mexican,"La Cochinita Pibil Restaurante Yucateco",Mexican
U1134,Mexican,"Mariscos El Pescador",Seafood
U1134,Mexican,"Puesto De Tacos",Mexican
U1134,Mexican,"Restaurant Bar Hacienda Los Martinez",Bar
